"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
64021	9.93e-01	9.87e-01	-0.016941	-5.802561	-0.009256	CXCR2P1///CXCR2	C-X-C
208095	2.89e-01	1.39e-01	-1.501808	-5.802573	-0.2770941		
48045	9.98e-01	9.97e-01	-0.003906	-5.802694	-0.0059817	ZIM2-AS1	ZIM2
346075	3.85e-01	2.13e-01	1.271496	-5.802956	0.2907848	FAH///TPM2	fumarylacetoacetate
418069	9.64e-01	9.34e-01	-0.08472	-5.802974	-0.0592928		
343052	9.33e-01	8.79e-01	0.15504	-5.803081	0.2529721	APOBEC3A	apolipoprotein
327036	2.88e-01	1.39e-01	-1.503381	-5.803096	-0.2929312		
224037	3.02e-01	1.49e-01	-1.471978	-5.803127	-0.1775775	KRT85	keratin
86048	2.88e-01	1.39e-01	1.503277	-5.803247	0.2510782	RPS15A	ribosomal
299051	3.24e-01	1.64e-01	1.414332	-5.803309	0.3831472	LOC100506974	uncharacterized
259083	9.04e-01	8.30e-01	0.217583	-5.803406	0.219397		
451001	8.81e-01	7.88e-01	-0.282323	-5.803601	-0.1480319	CACNB4	calcium
496051	8.81e-01	7.88e-01	0.282222	-5.803632	0.2001829		
307030	3.23e-01	1.64e-01	-1.419266	-5.803687	-0.3821968	TLCD2	TLC
342086	9.68e-01	9.41e-01	0.075505	-5.803695	0.0423965		
288089	2.88e-01	1.39e-01	1.502964	-5.803702	0.2454267		
500110	6.42e-01	4.65e-01	0.750976	-5.803898	0.2125238		
296087	3.17e-01	1.60e-01	-1.432327	-5.803904	-0.2420855	LINC00944	long
272094	9.70e-01	9.45e-01	0.069852	-5.804097	0.0428764		
113096	9.30e-01	8.74e-01	-0.161397	-5.804178	-0.1163171	CABP4	calcium
131086	9.55e-01	9.17e-01	-0.106073	-5.804182	-0.1139179		
441100	8.81e-01	7.89e-01	-0.280366	-5.804186	-0.1668354		
64011	4.43e-01	2.62e-01	1.140603	-5.804191	0.2928428		
399054	6.36e-01	4.58e-01	-0.761333	-5.804194	-0.2712062	FOXB1	forkhead
66070	2.88e-01	1.39e-01	1.502609	-5.804219	0.2503367		
383063	9.56e-01	9.17e-01	-0.105618	-5.804229	-0.0936426		
318062	9.56e-01	9.18e-01	0.105339	-5.804257	0.087867	CPA4	carboxypeptidase
368099	9.11e-01	8.41e-01	0.203087	-5.80426	0.0758515	VPS26A	VPS26,
242096	2.88e-01	1.39e-01	-1.50258	-5.80426	-0.2151651	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA
239044	2.92e-01	1.41e-01	1.49424	-5.804275	0.3171157		
200076	2.92e-01	1.41e-01	-1.494218	-5.804307	-0.2368438	TCTE3	t-complex-associated-testis-expressed
347035	2.88e-01	1.39e-01	1.502469	-5.804422	0.3690332		
442080	7.81e-01	6.40e-01	0.490118	-5.804507	0.3137062	ABHD18	abhydrolase
258023	2.91e-01	1.41e-01	1.49629	-5.804547	0.2742569	TSGA13	testis
380039	2.89e-01	1.39e-01	-1.502361	-5.804578	-0.5098627	LINC00702	long
81094	9.46e-01	9.01e-01	-0.126563	-5.804597	-0.1002893		
445111	9.15e-01	8.47e-01	0.19495	-5.804628	0.1286437	PCDHB3	protocadherin
463031	6.18e-01	4.35e-01	-0.813426	-5.804635	-0.3024458	ZSCAN23	zinc
321103	4.01e-01	2.26e-01	-1.240458	-5.804649	-0.2947209	IDI1	isopentenyl-diphosphate
221070	4.18e-01	2.40e-01	-1.213831	-5.804673	-0.3941803	M6PR///PHC1	mannose-6-phosphate
135037	9.75e-01	9.54e-01	0.059189	-5.804769	0.0276919		
436010	2.89e-01	1.39e-01	1.502158	-5.804874	0.2774997	ZNF207	zinc
105027	2.89e-01	1.39e-01	-1.502125	-5.804921	-0.2034512		
234072	9.16e-01	8.49e-01	-0.193189	-5.804954	-0.0626147		
31008	2.89e-01	1.39e-01	-1.502064	-5.805011	-0.1954863	OPN1SW	opsin
65005	9.33e-01	8.78e-01	-0.155568	-5.805067	-0.1275789	GLRA1	glycine
289107	4.16e-01	2.38e-01	1.203884	-5.805215	0.212578	RIC8B	RIC8
319037	3.29e-01	1.68e-01	1.403163	-5.805231	0.1957627		
77049	8.82e-01	7.92e-01	0.276401	-5.80536	0.3365389		
200073	6.43e-01	4.67e-01	-0.748959	-5.805374	-0.3560015		
485085	4.58e-01	2.76e-01	-1.124429	-5.805511	-0.4119703		
450065	6.16e-01	4.34e-01	0.798449	-5.805581	0.4516189	SPHK1	sphingosine
4078	6.18e-01	4.36e-01	-0.812201	-5.805613	-0.2955133		
121070	9.35e-01	8.81e-01	-0.151389	-5.805685	-0.1119769	KIAA0753	KIAA0753
53092	3.50e-01	1.84e-01	-1.354534	-5.80574	-0.2594157		
228019	2.98e-01	1.46e-01	-1.48004	-5.805768	-0.378804	MIR22HG	MIR22
165097	2.99e-01	1.46e-01	1.475113	-5.805776	0.3275977	NFIA	nuclear
182112	8.83e-01	7.93e-01	-0.274796	-5.805831	-0.1239497	SYT11	synaptotagmin
373058	5.17e-01	3.31e-01	-0.993373	-5.805851	-0.4994778	GDAP1	ganglioside
5008	3.35e-01	1.73e-01	-1.390137	-5.805916	-0.2543653	RPS28	ribosomal
166022	9.86e-01	9.74e-01	0.033704	-5.805927	0.0260236	SORCS2	sortilin
36082	2.90e-01	1.40e-01	1.499494	-5.805931	0.2568673	LOC100507477	uncharacterized
14081	8.83e-01	7.93e-01	0.274441	-5.805934	0.1747052	RD3L	retinal
32032	9.43e-01	8.95e-01	0.134382	-5.805969	0.0603403		
22024	7.35e-01	5.79e-01	-0.579464	-5.805999	-0.2318569		
413002	7.35e-01	5.79e-01	-0.579414	-5.806028	-0.3072918		
356038	8.83e-01	7.94e-01	0.274024	-5.806056	0.2586582		
73080	4.49e-01	2.67e-01	1.129895	-5.80609	0.2708826		
170064	6.61e-01	4.86e-01	0.718675	-5.806172	0.3848355		
3029	9.26e-01	8.66e-01	-0.170378	-5.806179	-0.0678158		
233055	9.93e-01	9.87e-01	-0.016577	-5.806348	-0.0136866		
392035	2.96e-01	1.44e-01	1.485331	-5.806359	0.368747		
444032	9.95e-01	9.90e-01	-0.012524	-5.806405	-0.0113919	OCLN	occludin
452086	7.83e-01	6.42e-01	0.486282	-5.806436	0.3562238		
29070	7.83e-01	6.42e-01	-0.486273	-5.806441	-0.2424433		
496016	6.19e-01	4.37e-01	0.792772	-5.806448	0.3072115	LOC100288798	uncharacterized
145007	9.53e-01	9.14e-01	0.110337	-5.80646	0.1211351	IRAK3	interleukin
384078	3.13e-01	1.56e-01	1.440809	-5.806482	0.3564638	LRRC49	leucine
182003	9.23e-01	8.61e-01	0.17716	-5.806492	0.069411		
399106	2.98e-01	1.46e-01	1.476523	-5.80652	0.2093388		
28011	9.17e-01	8.51e-01	0.190397	-5.806639	0.1623531	KIF23	kinesin
409012	2.89e-01	1.39e-01	1.500821	-5.806817	0.240607	PDHB	pyruvate
494059	7.83e-01	6.43e-01	0.48519	-5.806983	0.2494799		
371020	5.99e-01	4.14e-01	0.84945	-5.807014	0.5174086		
317046	2.89e-01	1.39e-01	1.500651	-5.807064	0.3416077	GDI2	GDP
364090	9.02e-01	8.25e-01	0.223016	-5.807273	0.1832451		
488027	8.85e-01	7.97e-01	-0.269321	-5.807416	-0.1831508		
306040	4.51e-01	2.69e-01	-1.125889	-5.807519	-0.2934826		
77016	2.96e-01	1.44e-01	1.484519	-5.807523	0.1963803	PCDH11Y///PCDH11X	protocadherin
7022	9.41e-01	8.92e-01	0.137844	-5.807572	0.0743266		
109077	2.89e-01	1.39e-01	1.500298	-5.807577	0.2928844	RRP7A///RRP7A	ribosomal
66102	3.61e-01	1.93e-01	-1.330914	-5.807627	-0.3085634		
148066	2.89e-01	1.39e-01	1.500255	-5.807639	0.276429		
198059	5.00e-01	3.15e-01	1.019839	-5.807648	0.3584429		
262112	9.73e-01	9.51e-01	0.063039	-5.807723	0.0243533		
398089	7.84e-01	6.44e-01	-0.483689	-5.807732	-0.1822469		
117091	6.09e-01	4.26e-01	0.809453	-5.807932	0.5482453		
116037	9.50e-01	9.08e-01	0.117593	-5.808013	0.1240493		
160042	2.95e-01	1.44e-01	-1.486784	-5.808037	-0.2584367		
291082	9.51e-01	9.10e-01	-0.11525	-5.808277	-0.1638893		
295103	9.25e-01	8.64e-01	-0.173881	-5.808337	-0.108137		
70048	7.37e-01	5.81e-01	0.575352	-5.808402	0.9477723		
74039	9.14e-01	8.46e-01	-0.196585	-5.808426	-0.2674106	LOC100128006///MYOCD	uncharacterized
138034	9.38e-01	8.87e-01	-0.144186	-5.808523	-0.0927269		
387012	5.10e-01	3.24e-01	-1.020688	-5.808536	-0.242868	ZIC3	Zic
99041	2.90e-01	1.40e-01	1.499593	-5.8086	0.621218	FHL1	four
231040	9.33e-01	8.79e-01	-0.154767	-5.808612	-0.1240405		
350036	2.93e-01	1.42e-01	1.491135	-5.808754	0.441674	HMGB3	high
63029	9.30e-01	8.72e-01	0.163201	-5.808765	0.1108531		
436048	6.07e-01	4.23e-01	0.813561	-5.808829	0.4269376		
287089	9.84e-01	9.69e-01	0.039538	-5.808897	0.0300044		
228015	2.90e-01	1.40e-01	-1.497382	-5.808993	-0.2013542	KCNC4	potassium
96043	4.02e-01	2.26e-01	-1.246944	-5.809102	-0.471747		
228008	7.37e-01	5.82e-01	0.573931	-5.809229	0.5839111	MYH8///MYH4///MYH1	myosin
70102	3.20e-01	1.61e-01	1.421189	-5.809259	0.4175561	TCEAL9	transcription
465048	3.02e-01	1.49e-01	-1.471162	-5.809266	-0.2647263	ADGRG3	adhesion
150041	2.90e-01	1.40e-01	1.499083	-5.809341	0.2230475	NCOR1	nuclear
383043	5.10e-01	3.24e-01	-1.004023	-5.809365	-0.3292655	HS6ST1	heparan
52038	2.98e-01	1.46e-01	-1.480453	-5.809369	-0.2710709		
66040	2.97e-01	1.45e-01	-1.483225	-5.809375	-0.2397221		
229089	2.90e-01	1.40e-01	1.499025	-5.809425	0.3040115		
339059	9.98e-01	9.97e-01	0.003789	-5.809651	0.0021707		
152053	6.63e-01	4.89e-01	-0.713573	-5.809763	-0.3458467	CYTH3	cytohesin
9108	9.49e-01	9.06e-01	-0.119951	-5.809795	-0.0519045		
106054	3.57e-01	1.90e-01	1.331751	-5.809865	0.4578799		
115074	6.31e-01	4.52e-01	-0.770431	-5.809966	-0.5313713	ITGB5	integrin
185003	2.90e-01	1.40e-01	1.498639	-5.809985	0.2238194	SERINC4///SERF2	serine
136101	4.50e-01	2.69e-01	1.126305	-5.809999	0.2988561	FANCM	Fanconi
102032	9.50e-01	9.08e-01	0.116909	-5.810142	0.110618	ALDH1L1	aldehyde
234083	9.50e-01	9.09e-01	-0.116394	-5.8102	-0.0948512		
9039	2.90e-01	1.40e-01	1.498396	-5.810336	0.3797259	CACNA2D2	calcium
91053	9.60e-01	9.26e-01	0.094385	-5.810391	0.1127542		
239062	8.90e-01	8.05e-01	0.258619	-5.810424	0.2773915		
63053	9.39e-01	8.89e-01	-0.141701	-5.810469	-0.1235286	ZBTB10	zinc
45074	6.21e-01	4.40e-01	0.806038	-5.810517	0.5080962		
305062	6.64e-01	4.90e-01	-0.712484	-5.810526	-0.4863158		
103068	8.90e-01	8.05e-01	0.258137	-5.810557	0.2408815	RPL13AP5	ribosomal
393055	6.75e-01	5.04e-01	0.691725	-5.810614	0.3978181	ATP6V0A4	ATPase
164082	3.01e-01	1.48e-01	-1.473452	-5.810714	-0.2195648		
393011	3.61e-01	1.93e-01	1.324032	-5.810768	0.5088277	LOC157860	uncharacterized
435085	2.99e-01	1.47e-01	1.476504	-5.810808	0.1539029	MVD	mevalonate
417043	4.44e-01	2.63e-01	1.136465	-5.810822	0.2395229	AHI1	Abelson
4045	8.90e-01	8.06e-01	0.257085	-5.810845	0.2169128		
290009	6.21e-01	4.40e-01	-0.805616	-5.810852	-0.2784745		
148021	9.16e-01	8.49e-01	0.191869	-5.810864	0.1531138		
33011	9.28e-01	8.70e-01	-0.16547	-5.810867	-0.1445982	SLC16A14	solute
108023	3.19e-01	1.61e-01	1.427262	-5.810886	0.2350651		
95099	3.40e-01	1.77e-01	-1.378696	-5.810903	-0.2367257		
411036	5.73e-01	3.87e-01	-0.895745	-5.811011	-0.5487195		
424017	9.26e-01	8.66e-01	-0.170394	-5.811138	-0.0699761	EIF1B-AS1	EIF1B
452055	2.90e-01	1.40e-01	1.497827	-5.811163	0.3168904	P2RX6	purinergic
33062	3.69e-01	2.00e-01	1.30839	-5.811184	0.2341543	HACD2	3-hydroxyacyl-CoA
488067	3.07e-01	1.52e-01	1.457338	-5.81122	0.2809243	SIRT1	sirtuin
425009	9.64e-01	9.34e-01	-0.084373	-5.811256	-0.0339546	TMEM176B	transmembrane
203027	9.55e-01	9.17e-01	-0.106291	-5.811284	-0.0850714	MAGEC3///MAGEC1	MAGE
323056	6.65e-01	4.91e-01	-0.711207	-5.811419	-0.506369		
139037	6.07e-01	4.23e-01	-0.812416	-5.811542	-0.3590028		
392026	9.84e-01	9.69e-01	0.039494	-5.811608	0.0510177		
397064	3.02e-01	1.49e-01	1.466783	-5.811697	0.230217	AGBL1	ATP/GTP
382030	5.63e-01	3.77e-01	-0.912631	-5.811702	-0.3301696	LINC01433	long
24097	2.97e-01	1.45e-01	1.481595	-5.811708	0.2480343	OR2A9P///OR2A20P	olfactory
47006	9.67e-01	9.39e-01	0.077593	-5.811787	0.0297681		
418041	9.86e-01	9.74e-01	-0.033313	-5.811826	-0.0173309		
389105	9.87e-01	9.75e-01	-0.031812	-5.811874	-0.0184668		
119053	9.23e-01	8.61e-01	0.176566	-5.811971	0.0995098		
126005	9.58e-01	9.22e-01	0.098759	-5.812029	0.0600228		
180048	9.90e-01	9.80e-01	0.02502	-5.812061	0.02327		
278031	6.20e-01	4.39e-01	-0.789891	-5.812157	-0.2593244	DPAGT1	dolichyl-phosphate
256105	6.29e-01	4.49e-01	-0.774183	-5.812202	-0.2827123	MFAP3L	microfibrillar
159036	2.96e-01	1.44e-01	1.483867	-5.812222	0.2721998		
338062	2.90e-01	1.40e-01	1.497011	-5.812345	0.3921772	C18orf21	chromosome
183055	9.99e-01	9.98e-01	-0.001964	-5.812363	-0.0016836	BCAT1	branched
85112	9.99e-01	9.99e-01	0.001152	-5.812364	0.0003957		
87062	1.00	1.00	-0.000379	-5.812365	-0.0004382		
72031	7.11e-01	5.49e-01	0.623916	-5.812638	0.4921049		
316012	9.73e-01	9.49e-01	0.064453	-5.81269	0.0626835	STX11	syntaxin
86050	9.47e-01	9.03e-01	-0.122952	-5.812849	-0.1253191		
64025	9.55e-01	9.17e-01	-0.106056	-5.813109	-0.0439848	TBC1D8B	TBC1
53062	8.94e-01	8.12e-01	0.248428	-5.813178	0.2365792		
463101	9.44e-01	8.97e-01	-0.131122	-5.813283	-0.0723021		
494037	5.87e-01	4.01e-01	-0.870818	-5.813304	-0.3017944		
500066	7.89e-01	6.52e-01	0.472321	-5.81334	0.3746894		
379082	9.57e-01	9.19e-01	-0.102501	-5.813466	-0.0718239		
164050	9.57e-01	9.20e-01	-0.102266	-5.813489	-0.0450455		
118105	7.90e-01	6.52e-01	0.471888	-5.813551	0.3774689	LOC105369705	uncharacterized
304059	3.11e-01	1.55e-01	1.446658	-5.813641	0.3024148		
115027	9.81e-01	9.65e-01	0.044926	-5.813723	0.0274474	NCOA2	nuclear
411085	5.14e-01	3.28e-01	0.996352	-5.813783	0.3938352		
315019	2.96e-01	1.44e-01	-1.485098	-5.814034	-0.2862392	NUDT12	nudix
170101	2.91e-01	1.41e-01	-1.495713	-5.814226	-0.2830244		
108050	2.91e-01	1.41e-01	-1.495695	-5.814251	-0.3203562		
93073	6.52e-01	4.76e-01	0.744202	-5.814364	0.5227457	SV2C	synaptic
290029	9.39e-01	8.89e-01	-0.141196	-5.814416	-0.0760848		
214009	6.30e-01	4.51e-01	-0.77107	-5.814538	-0.2420694		
148063	9.61e-01	9.29e-01	-0.090882	-5.814546	-0.0336536		
275018	9.94e-01	9.88e-01	0.015142	-5.814588	0.0082936	SLCO5A1	solute
302045	4.14e-01	2.37e-01	-1.204722	-5.814678	-0.2449673	ZNF133	zinc
498008	3.19e-01	1.61e-01	1.427336	-5.814679	0.443805	MOGAT3	monoacylglycerol
479014	9.62e-01	9.30e-01	-0.088567	-5.814746	-0.0464259	ATP1A1-AS1	ATP1A1
491017	8.97e-01	8.17e-01	0.242117	-5.814829	0.2327141		
341030	2.95e-01	1.43e-01	1.486779	-5.815023	0.2268647		
360054	9.57e-01	9.19e-01	0.102785	-5.815033	0.1809692	LYPD8	LY6/PLAUR
403083	3.28e-01	1.68e-01	1.407001	-5.815035	0.957406	ITLN1	intelectin
359052	2.91e-01	1.41e-01	1.495117	-5.815088	0.3592416	LOC102606465	uncharacterized
435110	9.76e-01	9.55e-01	-0.057143	-5.815157	-0.0508557		
185091	2.97e-01	1.45e-01	1.481735	-5.815274	0.2542938	B9D2	B9
167048	7.91e-01	6.55e-01	-0.467913	-5.815481	-0.3653802		
114017	9.79e-01	9.61e-01	-0.049761	-5.815538	-0.0219314		
134017	2.94e-01	1.43e-01	1.488608	-5.815632	0.2889938	CENPC	centromere
312089	2.93e-01	1.42e-01	-1.490644	-5.815788	-0.210119	TMEM216///TMEM216	transmembrane
219092	2.99e-01	1.47e-01	-1.475881	-5.815891	-0.1595234	TNRC6A	trinucleotide
85065	7.92e-01	6.55e-01	0.466867	-5.815986	0.4361069		
176041	9.84e-01	9.69e-01	-0.039279	-5.815988	-0.0240027	LOC105370746	uncharacterized
482030	6.51e-01	4.75e-01	-0.734264	-5.816023	-0.6422864	CDON	cell
73094	8.99e-01	8.21e-01	-0.236738	-5.816204	-0.125567	LOC101929662	uncharacterized
191044	4.11e-01	2.34e-01	1.210543	-5.816338	0.6052456	CCR3	C-C
438058	4.34e-01	2.55e-01	-1.167354	-5.816349	-0.399901		
281088	9.56e-01	9.19e-01	-0.103353	-5.816399	-0.0667512		
54089	7.92e-01	6.56e-01	0.465946	-5.81643	0.3504802		
315067	4.52e-01	2.70e-01	1.122835	-5.816496	0.2909408	SPRTN	SprT-like
364076	9.41e-01	8.91e-01	0.138246	-5.81682	0.0735662	KLHL7	kelch
251079	9.00e-01	8.23e-01	-0.234272	-5.816824	-0.237893		
17021	4.22e-01	2.44e-01	-1.190309	-5.816829	-0.2897808	ITSN1	intersectin
167043	9.35e-01	8.82e-01	-0.150187	-5.81687	-0.0886669		
46079	9.75e-01	9.55e-01	0.05763	-5.816921	0.0398638		
283059	6.60e-01	4.85e-01	-0.719713	-5.816931	-0.3667984		
5082	9.01e-01	8.23e-01	0.233642	-5.816981	0.1958497		
6061	9.59e-01	9.24e-01	0.096629	-5.817043	0.0748827	CFAP221	cilia
358001	3.71e-01	2.01e-01	-1.303716	-5.817062	-0.2200365	MYL2	myosin
261073	9.38e-01	8.88e-01	0.142738	-5.817098	0.1656057	MAP3K8	mitogen-activated
191105	2.92e-01	1.41e-01	-1.493621	-5.817253	-0.4684816		
174017	3.59e-01	1.92e-01	-1.333343	-5.81732	-0.21331	BARD1	BRCA1
24084	5.26e-01	3.39e-01	-0.976701	-5.817353	-0.3006991		
267080	2.94e-01	1.42e-01	1.489483	-5.817461	0.2718972	CCDC142	coiled-coil
199101	9.81e-01	9.63e-01	-0.046452	-5.817481	-0.0248922		
127089	9.02e-01	8.25e-01	0.231254	-5.817574	0.265982		
501025	3.38e-01	1.75e-01	1.390243	-5.81772	0.2794376		
391001	2.94e-01	1.42e-01	1.489274	-5.817763	0.2479296		
499044	6.32e-01	4.53e-01	-0.766712	-5.817791	-0.2812722	RNF11	ring
289025	9.48e-01	9.04e-01	0.122171	-5.817854	0.0531049		
128075	3.16e-01	1.58e-01	-1.439659	-5.818039	-0.3463639	DNHD1	dynein
406010	3.01e-01	1.48e-01	1.471404	-5.818059	0.2767561	RND1	Rho
311041	6.11e-01	4.28e-01	-0.804053	-5.818061	-0.4440987	EFCAB2	EF-hand
71093	7.01e-01	5.36e-01	0.647106	-5.818095	0.3861909		
339006	4.59e-01	2.77e-01	-1.109935	-5.818135	-0.2407694		
148034	2.94e-01	1.43e-01	1.488929	-5.818259	0.3488861		
337068	7.94e-01	6.59e-01	-0.462032	-5.818308	-0.3555943	SLC25A41	solute
41091	5.59e-01	3.73e-01	-0.919586	-5.818368	-0.2188945	C17orf98	chromosome
171066	3.09e-01	1.53e-01	-1.452175	-5.818469	-0.2016593		
277051	9.96e-01	9.92e-01	0.010046	-5.818471	0.0076428	GPR20	G
341084	9.98e-01	9.96e-01	-0.005676	-5.818504	-0.003375		
21109	9.75e-01	9.55e-01	0.057709	-5.818504	0.0342504	ABCC9	ATP
78109	9.98e-01	9.96e-01	0.004473	-5.81851	0.0019182	CYP39A1	cytochrome
362021	3.60e-01	1.92e-01	-1.332392	-5.818539	-0.3991032		
80063	2.96e-01	1.44e-01	1.484247	-5.818659	0.306803	TOX2	TOX
234075	2.92e-01	1.41e-01	-1.49263	-5.818686	-0.3630672	FOSL2	FOS
60065	9.04e-01	8.29e-01	-0.226233	-5.818801	-0.248968	LOC101928401	uncharacterized
444046	7.95e-01	6.59e-01	0.460893	-5.818851	0.4484961		
379060	9.62e-01	9.29e-01	-0.090547	-5.818863	-0.0651942	NODAL	nodal
257056	9.79e-01	9.60e-01	0.050583	-5.818874	0.0538588		
287057	9.57e-01	9.20e-01	0.102193	-5.818943	0.0581949		
74072	6.07e-01	4.24e-01	0.810649	-5.81895	0.3815012	DLGAP4-AS1	DLGAP4
356077	9.62e-01	9.30e-01	-0.088389	-5.819048	-0.0506986		
421011	2.92e-01	1.41e-01	-1.492303	-5.819158	-0.2241397	LOC105378604	uncharacterized
333031	2.94e-01	1.43e-01	-1.48828	-5.819194	-0.3880162	ARHGAP6	Rho
280099	3.89e-01	2.16e-01	1.261189	-5.819232	0.2804674		
385054	2.92e-01	1.41e-01	-1.492223	-5.819273	-0.1860369		
489030	4.25e-01	2.46e-01	-1.184281	-5.819327	-0.2854979		
489080	3.02e-01	1.48e-01	-1.470467	-5.819389	-0.2233261		
26102	4.23e-01	2.45e-01	1.188039	-5.819431	0.2873119		
357060	6.25e-01	4.44e-01	0.78032	-5.819433	0.4109447		
93005	6.07e-01	4.24e-01	0.809966	-5.819483	0.5480498	THOC2	THO
275107	9.51e-01	9.09e-01	-0.11516	-5.819602	-0.0504864	LOC441179	uncharacterized
460068	3.94e-01	2.20e-01	-1.251002	-5.819612	-0.1784611		
69097	4.27e-01	2.48e-01	-1.179801	-5.819634	-0.2791297		
135038	6.14e-01	4.31e-01	0.799619	-5.819679	0.3592116		
151109	2.96e-01	1.44e-01	1.483343	-5.819956	0.4796241	ACOX2	acyl-CoA
499016	2.99e-01	1.47e-01	1.475786	-5.820001	0.2776468	CARHSP1	calcium
163062	2.95e-01	1.44e-01	1.485545	-5.820038	0.2600422	DAB2	DAB2,
144014	9.77e-01	9.57e-01	0.054803	-5.820076	0.0289113		
222004	9.99e-01	9.98e-01	0.00282	-5.820099	0.0016801		
331095	9.99e-01	9.98e-01	-0.00234	-5.8201	-0.0014283	ULK2	unc-51
5092	9.68e-01	9.41e-01	0.074542	-5.820126	0.0668494	SGTB	small
253053	3.13e-01	1.57e-01	-1.44199	-5.820139	-0.1390396		
501105	2.92e-01	1.42e-01	1.491573	-5.820212	0.4075111	KDM5A	lysine
367048	9.47e-01	9.02e-01	0.124261	-5.820245	0.0611981		
212006	9.44e-01	8.98e-01	0.129419	-5.820366	0.0605083	KMT5A	lysine
384041	6.09e-01	4.26e-01	-0.830758	-5.82047	-0.3976028		
146043	3.06e-01	1.52e-01	-1.459667	-5.820507	-0.3183929	C15orf41	chromosome
261080	9.71e-01	9.46e-01	0.068357	-5.820549	0.0316479		
221053	4.52e-01	2.70e-01	-1.121427	-5.820563	-0.2242787	MARCH7	membrane
458075	2.92e-01	1.42e-01	1.491288	-5.820624	0.3203884		
116079	5.91e-01	4.06e-01	-0.862147	-5.820637	-0.4071887		
96004	3.19e-01	1.61e-01	1.425658	-5.820673	0.3214121		
14021	9.83e-01	9.68e-01	-0.040683	-5.820722	-0.0356865		
316003	3.02e-01	1.49e-01	1.469526	-5.820723	0.2186946		
271089	9.60e-01	9.26e-01	0.094031	-5.820752	0.0338869		
438098	2.92e-01	1.42e-01	1.491153	-5.82082	0.7746976		
246100	2.92e-01	1.42e-01	-1.491145	-5.82083	-0.2429741	C1QL4	complement
287035	9.46e-01	9.01e-01	0.125259	-5.820868	0.0644972	GMDS-AS1	GMDS
41092	3.12e-01	1.56e-01	-1.447143	-5.821033	-0.2388591		
435013	2.93e-01	1.42e-01	1.490989	-5.821057	0.2318562	PACS1///PACS1	phosphofurin
40048	7.18e-01	5.57e-01	0.610278	-5.821077	0.4065507		
337010	6.57e-01	4.82e-01	0.734986	-5.82114	0.3940635		
142031	2.93e-01	1.42e-01	-1.490926	-5.821147	-0.2767884	KIAA0907	KIAA0907
395092	9.50e-01	9.08e-01	-0.116055	-5.82118	-0.0786682	GIT2	GIT
299062	9.89e-01	9.79e-01	-0.026161	-5.821187	-0.0412313		
41095	6.57e-01	4.82e-01	0.734674	-5.821368	0.4081391		
382111	4.54e-01	2.72e-01	1.118313	-5.821393	0.3024358	TRIO///TRIO	trio
412066	9.77e-01	9.58e-01	0.053346	-5.821422	0.0252195	SLC6A17	solute
303081	9.95e-01	9.90e-01	0.012704	-5.821438	0.0074992	TULP4	tubby
172038	7.48e-01	5.96e-01	0.552503	-5.821472	0.6392587		
317037	2.95e-01	1.44e-01	1.484531	-5.821494	0.2608669	OR1Q1	olfactory
371002	1.00	9.99e-01	-0.000835	-5.821515	-0.0003421	OR13J1	olfactory
283103	2.94e-01	1.43e-01	-1.488629	-5.821641	-0.2356743	CHP1	calcineurin
466037	9.09e-01	8.38e-01	0.214078	-5.821662	0.1842214		
149042	2.95e-01	1.44e-01	1.484406	-5.821673	0.2679836		
483008	3.95e-01	2.21e-01	1.248796	-5.822268	0.3706137		
414075	2.93e-01	1.42e-01	1.490097	-5.822344	0.2844636		
9097	3.20e-01	1.61e-01	1.424417	-5.82238	0.2406948		
408049	9.88e-01	9.78e-01	0.028516	-5.822394	0.0156482	GLE1	GLE1,
371003	3.16e-01	1.58e-01	1.436975	-5.822397	0.1952255		
252059	6.17e-01	4.35e-01	0.793317	-5.822559	0.7516528	WFDC21P	WAP
150085	9.92e-01	9.85e-01	-0.019047	-5.822609	-0.0094146		
295038	3.09e-01	1.53e-01	-1.4518	-5.82273	-0.2264461	BTC	betacellulin
72002	2.94e-01	1.43e-01	1.487842	-5.822775	0.3270416	AGA	aspartylglucosaminidase
496098	7.99e-01	6.65e-01	-0.452379	-5.822876	-0.1998856		
426089	9.81e-01	9.64e-01	0.046087	-5.822913	0.026959	TMEM185B	transmembrane
340079	9.55e-01	9.16e-01	0.106296	-5.822948	0.0527285	GCC2	GRIP
272092	9.82e-01	9.66e-01	0.042643	-5.823059	0.0287352	WDR45	WD
469005	9.12e-01	8.43e-01	-0.20748	-5.82315	-0.1381205		
184008	4.25e-01	2.46e-01	1.184669	-5.823286	0.2525006		
203039	7.50e-01	5.98e-01	0.549194	-5.823324	0.5630377		
372082	9.69e-01	9.42e-01	0.073367	-5.82335	0.0450406		
119016	9.86e-01	9.73e-01	-0.033794	-5.823382	-0.0360496	MYBPH	myosin
447005	6.40e-01	4.62e-01	-0.75227	-5.823413	-0.2698502	PRMT2	protein
498107	7.19e-01	5.60e-01	-0.606346	-5.823479	-0.3360862		
29086	7.50e-01	5.99e-01	-0.548827	-5.823529	-0.3017149		
351029	2.95e-01	1.44e-01	1.485243	-5.823563	0.1810934		
